Date,Daily Return,Mkt-RF,SMB,HML,RF,Date,Strategy Return,Dividends Profit,Transaction Cost
2007-12-21,-0.010411968,0.0164,0.0036,0.0001,0.00014,2007-12-21,-0.008590645,0,0.001681323
2007-12-24,-0.005484239,0.008,0.0011,0.0017,0.00014,2007-12-24,-0.00399274,0,0.001351499
2007-12-26,0.022800692,0.001,0.0022,-0.0007,0.00014,2007-12-26,0.023964225,0.000114874,0.001138407
2007-12-27,-0.000136944,-0.0149,-0.0118,0.0005,0.00014,2007-12-27,0.000835732,0,0.000832676
2007-12-28,-0.013695612,0.0012,-0.0039,-0.0011,0.00014,2007-12-28,-0.012503904,0,0.001051708
2007-12-31,0.006660864,-0.0065,0,0.0044,0.00014,2007-12-31,0.008162006,0,0.001361142
2008-01-02,0.008331785,-0.0146,-0.0008,-0.0013,0.0001,2008-01-02,0.009673389,0,0.001241604
2008-01-03,0.016732464,-0.0014,-0.0102,-0.0041,0.0001,2008-01-03,0.018075133,0,0.001242669
2008-01-04,0.015650287,-0.0256,-0.0048,0.0005,0.0001,2008-01-04,0.016971777,0,0.00122149
2008-01-07,0.000695341,0.0016,0.0013,0.0018,0.0001,2008-01-07,0.002682324,0,0.001886983
2008-01-08,0.00306888,-0.0181,-0.0043,-0.0094,0.0001,2008-01-08,0.005025628,0,0.001856748
2008-01-09,-0.007215724,0.011,-0.0033,-0.0066,0.0001,2008-01-09,-0.005311216,0,0.001804508
2008-01-10,-0.00290484,0.0089,-0.0012,0.0053,0.0001,2008-01-10,-0.000843013,0,0.001961827
2008-01-11,0.004292617,-0.0142,-0.0076,0.0028,0.0001,2008-01-11,0.006397845,0.000104847,0.002110075
2008-01-14,0.001909078,0.0102,-0.0006,-0.0016,0.0001,2008-01-14,0.003271603,0.0008979,0.002160425
2008-01-15,-0.012750732,-0.0239,0.0041,-0.0008,0.0001,2008-01-15,-0.011140662,0,0.00151007
2008-01-16,-0.026601743,-0.0051,0.0091,0.0109,0.0001,2008-01-16,-0.024937761,0,0.001563982
2008-01-17,-0.003208641,-0.028,0.0036,-0.0006,0.0001,2008-01-17,-0.001227753,0,0.001880888
2008-01-18,-0.023215544,-0.0056,-0.0026,-0.0081,0.0001,2008-01-18,-0.021110608,0,0.002004936
2008-01-22,-0.084207795,-0.0098,0.0027,0.0136,0.0001,2008-01-22,-0.08281476,0,0.001293035
2008-01-23,0.030743111,0.0204,0.0063,0.0181,0.0001,2008-01-23,0.032024371,0,0.00118126
2008-01-24,0.047596468,0.0102,-0.0097,-0.0047,0.0001,2008-01-24,0.049425095,0.000145665,0.001874292
2008-01-25,0.034375272,-0.0139,0.0085,0.0016,0.0001,2008-01-25,0.03696317,0,0.002487898
2008-01-28,-0.005276717,0.0171,0.0003,0.0101,0.0001,2008-01-28,-0.003443607,4.52E-05,0.00177831
2008-01-29,0.018569173,0.0069,-0.0054,0.0109,0.0001,2008-01-29,0.02053887,0,0.001869697
2008-01-30,0.003308742,-0.0059,-0.0043,-0.0005,0.0001,2008-01-30,0.005410161,0,0.002001419
2008-01-31,-0.003013862,0.0166,0.0083,0.0049,0.0001,2008-01-31,-0.000854818,0,0.002059044
2008-02-01,0.021155642,0.0148,0.0075,0.0006,0.00007,2008-02-01,0.023126703,0,0.001901061
2008-02-06,-0.011884494,-0.0085,-0.0039,0.0048,0.00007,2008-02-06,-0.009955562,0,0.001858932
2008-02-07,-0.015076076,0.0082,0.0035,0.0018,0.00007,2008-02-07,-0.013357486,0.000589088,0.002237678
2008-02-08,0.000468076,-0.003,-0.0011,-0.0036,0.00007,2008-02-08,0.002643727,0,0.002105651
2008-02-11,0.002163104,0.0058,-0.0019,-0.0059,0.00007,2008-02-11,0.00403593,0,0.001802826
2008-02-12,0.005913205,0.0061,-0.0013,0.0001,0.00007,2008-02-12,0.007784074,0.00007106,0.001871929
2008-02-13,0.009135187,0.0146,0.0071,-0.0004,0.00007,2008-02-13,0.010321309,0.0011931,0.002309222
2008-02-14,-0.001834218,-0.0135,-0.0078,0.0011,0.00007,2008-02-14,0.000248102,0,0.00201232
2008-02-15,-0.036919314,-0.0002,-0.0091,0.0048,0.00007,2008-02-15,-0.034783086,0,0.002066228
2008-02-19,0.013461127,-0.0006,0.002,-0.0031,0.00007,2008-02-19,0.016392944,0,0.002861817
2008-02-20,-0.004622489,0.0083,0.0022,0.0005,0.00007,2008-02-20,-0.002986667,0,0.001565822
2008-02-21,0.008605911,-0.0128,-0.0038,-0.0021,0.00007,2008-02-21,0.011003293,0,0.002327382
2008-02-22,-0.003073737,0.0061,-0.0087,0.0057,0.00007,2008-02-22,-0.001344472,0,0.001659265
2008-02-25,0.002454914,0.0146,0.0053,-0.0018,0.00007,2008-02-25,0.004081224,0.000271908,0.001828218
2008-02-26,0.013574038,0.0072,0.0037,-0.0003,0.00007,2008-02-26,0.015919754,0,0.002275716
2008-02-27,0.008010091,-0.0011,0,-0.0023,0.00007,2008-02-27,0.010411821,0,0.00233173
2008-02-28,-0.001789601,-0.0093,-0.004,-0.0055,0.00007,2008-02-28,0.001084964,0,0.002804565
2008-02-29,-0.008416648,-0.0264,0.0009,-0.0017,0.00007,2008-02-29,-0.006347355,0,0.001999293
2008-03-03,-0.018159402,-0.0004,-0.0026,-0.004,0.00009,2008-03-03,-0.016136909,0,0.001932493
2008-03-04,-0.009861353,-0.0036,0,0.001,0.00009,2008-03-04,-0.008089172,0,0.001682181
2008-03-05,0.002778447,0.0056,-0.0022,-0.0038,0.00009,2008-03-05,0.005066624,0,0.002198177
2008-03-06,0.011095057,-0.0226,-0.0046,-0.0023,0.00009,2008-03-06,0.013245861,0,0.002060804
2008-03-07,-0.024416356,-0.0088,0.0021,0.0068,0.00009,2008-03-07,-0.022297454,0,0.002028902
2008-03-10,0.00445629,-0.0172,-0.0063,0.006,0.00009,2008-03-10,0.006494382,0.000603461,0.002551553
2008-03-11,-0.005281907,0.0357,0.0024,0.0033,0.00009,2008-03-11,-0.003189005,0,0.002002902
2008-03-12,0.023119688,-0.0077,0.0016,-0.0073,0.00009,2008-03-12,0.023738459,0.001637187,0.002165958
2008-03-13,-0.021176266,0.0065,0.0132,-0.002,0.00009,2008-03-13,-0.019333576,0.000922078,0.002674768
2008-03-14,0.015382329,-0.0207,-0.0021,-0.0035,0.00009,2008-03-14,0.018519939,0,0.00304761
2008-03-17,-0.033695424,-0.0121,-0.0085,0.0055,0.00009,2008-03-17,-0.031162961,0,0.002442463
2008-03-18,-0.00242077,0.0409,0.0004,-0.0017,0.00009,2008-03-18,-0.000801654,0.000529697,0.002058813
2008-03-19,0.012062684,-0.0237,0,0.0022,0.00009,2008-03-19,0.014172735,0,0.002020051
2008-03-20,-0.01080263,0.023,-0.0015,0.0087,0.00009,2008-03-20,-0.008952403,0,0.001760227
2008-03-24,0.011023559,0.0171,0.0114,-0.0059,0.00009,2008-03-24,0.013069816,0,0.001956257
2008-03-25,0.023269787,0.0038,0.0046,-0.0016,0.00009,2008-03-25,0.02533171,0,0.001971923
2008-03-26,0.013262498,-0.0082,0.0061,-0.0056,0.00009,2008-03-26,0.015496772,0,0.002144274
2008-03-27,0.000710816,-0.0113,-0.002,0.0001,0.00009,2008-03-27,0.002894561,0,0.002093745
2008-03-28,-0.004906578,-0.0082,-0.0049,0.0024,0.00009,2008-03-28,-0.002391025,0,0.002425553
2008-03-31,-0.003738183,0.0057,0.0006,0.0046,0.00009,2008-03-31,-0.001652527,0,0.001995656
2008-04-01,0.015587199,0.0337,-0.0069,0.0011,0.00008,2008-04-01,0.017767818,0,0.002100619
2008-04-02,0.013415444,-0.0009,0.0049,-0.002,0.00008,2008-04-02,0.015624907,0,0.002129463
2008-04-03,0.003817333,0.0014,-0.0006,-0.0016,0.00008,2008-04-03,0.00588772,0,0.001990387
2008-04-04,0.005775914,0.0016,0.0011,-0.0055,0.00008,2008-04-04,0.008428857,0,0.002572943
2008-04-07,0.009238726,0.0014,-0.0045,0.0047,0.00008,2008-04-07,0.011396556,0.000289968,0.002367798
2008-04-08,-0.003095587,-0.0034,0.0031,-0.0016,0.00008,2008-04-08,-0.00099539,0,0.002020197
2008-04-09,0.000605879,-0.0096,-0.0083,-0.0017,0.00008,2008-04-09,0.003269633,0,0.002583754
2008-04-10,-0.002805152,0.0053,0.0067,-0.0053,0.00008,2008-04-10,-0.000774888,0,0.001950264
2008-04-11,0.00561584,-0.0202,-0.0063,0.005,0.00008,2008-04-11,0.006099929,0.001961411,0.0023655
2008-04-14,-0.004805981,-0.0038,0.0014,-0.0033,0.00008,2008-04-14,-0.003172771,5.78E-05,0.00161101
2008-04-15,0.004167947,0.0046,0.0028,0.0039,0.00008,2008-04-15,0.006055521,0,0.001807574
2008-04-16,0.003534262,0.0227,0.0049,0.0012,0.00008,2008-04-16,0.005174806,0.00043848,0.001999024
2008-04-17,0.007135438,-0.001,-0.0086,0.0038,0.00008,2008-04-17,0.008956104,0,0.001740666
2008-04-18,0.0143258,0.0167,0.0012,-0.0058,0.00008,2008-04-18,0.015919831,0.000519826,0.002033857
2008-04-21,0.002079561,-0.0017,-0.0011,-0.0064,0.00008,2008-04-21,0.004024555,0,0.001864994
2008-04-22,0.002880789,-0.0097,-0.0116,0.0038,0.00008,2008-04-22,0.004579361,0.00028535,0.001903922
2008-04-23,-0.003599341,0.0026,0.0022,-0.0121,0.00008,2008-04-23,-0.001556388,0.000262275,0.002225228
2008-04-24,0.004565612,0.0066,0.0056,0.0049,0.00008,2008-04-24,0.006477908,0,0.001832296
2008-04-25,0.000575369,0.0068,-0.0024,0.0023,0.00008,2008-04-25,0.002500477,0,0.001845108
2008-04-28,0.00163523,-0.0003,0.0054,0.0019,0.00008,2008-04-28,0.003690665,0,0.001975435
2008-04-29,-0.002207549,-0.0036,-0.0048,0.0043,0.00008,2008-04-29,-0.000461312,0,0.001666237
2008-04-30,-0.001634205,-0.003,-0.001,-0.0002,0.00008,2008-04-30,0.000167328,0,0.001721533
2008-05-01,-0.002538627,0.0166,0.0006,0.0035,0.00008,2008-05-01,-0.001170479,0,0.001288148
2008-05-02,-0.00134505,0.002,-0.0073,0,0.00008,2008-05-02,0.000692839,0,0.001957889
2008-05-05,0.002174981,-0.0041,0.0029,-0.0018,0.00008,2008-05-05,0.004070293,0,0.001815312
2008-05-06,-0.001062077,0.0075,-0.0004,0.0035,0.00008,2008-05-06,0.001053978,0,0.002036055
2008-05-07,0.004135858,-0.0166,0.0004,-0.002,0.00008,2008-05-07,0.006289595,0,0.002073737
2008-05-08,-0.002040643,0.0037,0.001,-0.0027,0.00008,2008-05-08,8.39E-05,0,0.002044543
2008-05-09,-0.014012127,-0.0054,0.0058,-0.0019,0.00008,2008-05-09,-0.012225603,0,0.001706524
2008-05-12,0.000974868,0.011,0.0068,-0.0038,0.00008,2008-05-12,0.003571505,0,0.002516637
2008-05-13,0.000251897,0.0009,0.0066,-0.0014,0.00008,2008-05-13,3.58E-05,0.002338516,0.002042419
2008-05-14,-0.008126965,0.0038,-0.004,0.001,0.00008,2008-05-14,-0.005677386,0,0.002369579
2008-05-15,0.001955697,0.0102,-0.0011,-0.0031,0.00008,2008-05-15,0.004355175,0,0.002319478
2008-05-16,0.006152333,0.001,-0.0041,-0.0002,0.00008,2008-05-16,0.007896488,0,0.001664155
2008-05-19,0.00063459,-0.0002,-0.0024,0.0012,0.00008,2008-05-19,0.00249292,0,0.00177833
2008-05-20,-0.009104289,-0.008,0.0061,-0.0019,0.00008,2008-05-20,-0.007035141,0,0.001989148
2008-05-21,0.004664107,-0.0156,0.0043,0.0024,0.00008,2008-05-21,0.005538864,0.000704973,0.00149973
2008-05-22,-0.003952999,0.0038,0.0028,0.0006,0.00008,2008-05-22,-0.001882814,0,0.001990185
2008-05-23,-1.22E-05,-0.0124,0.0013,-0.0035,0.00008,2008-05-23,0.001839414,0,0.001771658
2008-05-27,-0.004354422,0.0072,0.0055,-0.0014,0.00008,2008-05-27,-0.002826339,0,0.001448083
2008-05-28,0.001660478,0.0049,-0.0009,-0.001,0.00008,2008-05-28,0.003355631,0,0.001615153
2008-05-29,-0.004155028,0.0061,0.003,-0.0017,0.00008,2008-05-29,-0.001721771,0,0.002353257
2008-05-30,0.00377656,0.0029,0.0023,0,0.00008,2008-05-30,0.005887875,0,0.002031315
2008-06-02,-0.003626407,-0.0098,0.0015,0.0017,0.00008,2008-06-02,-0.002499088,0,0.001047319
2008-06-03,0.004011614,-0.0046,0.0028,0.0004,0.00008,2008-06-03,0.006488913,0,0.002397299
2008-06-04,-0.009844507,0.0002,0.0066,-0.0063,0.00008,2008-06-04,-0.007491269,0,0.002273238
2008-06-05,-0.000808533,0.0195,0.0037,-0.0017,0.00008,2008-06-05,0.000976154,0,0.001704687
2008-06-06,0.002370286,-0.029,0.0017,-0.001,0.00008,2008-06-06,0.004283511,0,0.001833225
2008-06-09,-0.010192455,-0.0003,-0.0051,-0.0045,0.00008,2008-06-09,-0.008526632,0,0.001585823
2008-06-10,-0.008315262,-0.0031,0,-0.0017,0.00008,2008-06-10,-0.007227339,0.00034825,0.001356173
2008-06-11,-0.004171365,-0.0166,-0.0017,-0.0006,0.00008,2008-06-11,-0.002139308,0.000209331,0.002161388
2008-06-12,-0.011458522,0.0031,-0.0002,0.0006,0.00008,2008-06-12,-0.010873582,0.001568113,0.002073053
2008-06-13,-0.008584126,0.0155,0.0031,-0.0043,0.00008,2008-06-13,-0.007017502,0,0.001486624
2008-06-16,0.010751839,0.0015,0.0084,-0.0008,0.00008,2008-06-16,0.011250583,0.001373196,0.00179194
2008-06-17,0.003721202,-0.0055,0.0013,-0.0028,0.00008,2008-06-17,0.004978559,0,0.001177357
2008-06-18,-0.009359174,-0.0096,0.0018,0.0018,0.00008,2008-06-18,-0.00760807,0.000222813,0.001893917
2008-06-19,-0.002615457,0.0034,0.0055,-0.006,0.00008,2008-06-19,-0.001184936,0.000562321,0.001912842
2008-06-20,-0.002564426,-0.0179,0.0031,0.0011,0.00008,2008-06-20,-0.000604629,0,0.001879797
2008-06-23,0.000361299,-0.0016,-0.0063,-0.0031,0.00008,2008-06-23,-2.54E-05,0.002080785,0.001614086
2008-06-24,-0.011386337,-0.0054,-0.0119,0.0031,0.00008,2008-06-24,-0.009077563,0,0.002228774
2008-06-25,-0.000182794,0.0064,0.0037,-0.0039,0.00008,2008-06-25,0.002293787,0,0.002396581
2008-06-26,-0.002071941,-0.0283,0.0055,0.0011,0.00008,2008-06-26,0.000494472,0,0.002486413
2008-06-27,-0.011675505,-0.0037,0.0022,-0.005,0.00008,2008-06-27,-0.010227361,0,0.001368144
2008-06-30,-0.008812188,-0.0007,-0.012,0.0018,0.00008,2008-06-30,-0.007192486,0,0.001539702
2008-07-01,-0.018633079,0.0029,-0.0043,0.0031,0.00007,2008-07-01,-0.017281281,0.000195256,0.001477054
2008-07-02,-2.19E-05,-0.02,-0.0089,0.0017,0.00007,2008-07-02,0.001742593,0,0.001694524
2008-07-03,-0.003637399,-0.0015,-0.0063,-0.0025,0.00007,2008-07-03,-0.002419252,0.000120775,0.001268922
2008-07-07,-0.007164155,-0.0081,0.0017,-0.0127,0.00007,2008-07-07,-0.006228914,0.000726623,0.001591864
2008-07-08,-0.036532877,0.0184,0.01,0.0231,0.00007,2008-07-08,-0.03527715,0,0.001185727
2008-07-09,0.027128837,-0.0206,-0.0007,-0.0138,0.00007,2008-07-09,0.028608854,0,0.001410017
2008-07-10,0.007806245,0.0065,-0.0004,-0.0118,0.00007,2008-07-10,0.009152563,0.00023871,0.001515028
2008-07-11,-0.009360437,-0.0088,0.0155,-0.011,0.00007,2008-07-11,-0.007941965,0.000201558,0.00155003
2008-07-14,-0.002190559,-0.0093,-0.0008,-0.0246,0.00007,2008-07-14,-0.000411918,0,0.001708641
2008-07-15,-0.045676654,-0.0096,0.0121,-0.0123,0.00007,2008-07-15,-0.04404396,0,0.001562694
2008-07-16,-0.017407469,0.0252,0.0002,0.0474,0.00007,2008-07-16,-0.015246904,0,0.002090565
2008-07-17,0.04123749,0.0112,-0.0013,0.0407,0.00007,2008-07-17,0.04319856,0,0.00189107
2008-07-18,0.032689696,-0.0008,-0.0081,0.0105,0.00007,2008-07-18,0.033764094,0.000173224,0.001177622
2008-07-21,0.015732004,0.0016,0.0033,-0.0053,0.00007,2008-07-21,0.018286893,0,0.002484889
2008-07-22,0.007442042,0.0137,0.0095,0.0305,0.00007,2008-07-22,0.008942196,0,0.001430154
2008-07-23,0.019042096,0.0032,0.0007,0.0147,0.00007,2008-07-23,0.02076397,0,0.001651874
2008-07-24,0.006643525,-0.0231,0.0055,-0.0286,0.00007,2008-07-24,0.008468167,0.00016644,0.001921082
2008-07-25,-0.013759094,0.0047,0.0092,-0.0097,0.00007,2008-07-25,-0.011178062,0,0.002511032
2008-07-28,-0.00756493,-0.0176,0.0004,-0.0138,0.00007,2008-07-28,-0.005703257,0,0.001791673
2008-07-29,-0.01046072,0.0227,-0.0038,0.0328,0.00007,2008-07-29,-0.007922537,0,0.002468183
2008-07-30,0.022885064,0.0158,-0.0142,-0.0009,0.00007,2008-07-30,0.024977152,0,0.002022088
2008-07-31,0.010065577,-0.0116,0.0057,0.004,0.00007,2008-07-31,0.012414066,0,0.002278489
2008-08-01,0.004801383,-0.0047,0.0063,0.0093,0.00006,2008-08-01,0.007055076,0,0.002193693
2008-08-04,0.00166252,-0.0109,-0.0016,0.0033,0.00006,2008-08-04,0.004131947,0,0.002409427
2008-08-05,-0.001279982,0.0265,-0.0057,0.0168,0.00006,2008-08-05,0.00142445,0.000122382,0.002766814
2008-08-06,-0.001609597,0.005,0.0053,-0.0107,0.00006,2008-08-06,0.001177903,0,0.0027275
2008-08-07,0.000608375,-0.0173,0.0064,-0.0175,0.00006,2008-08-07,0.003132755,0.000306379,0.002770759
2008-08-08,-0.013159901,0.0228,0.0065,0.0124,0.00006,2008-08-08,-0.010338321,0,0.00276158
2008-08-11,0.014763036,0.0083,0.0139,0.0115,0.00006,2008-08-11,0.017101359,0.000171266,0.002449589
2008-08-12,-0.010455294,-0.0105,0.011,-0.0205,0.00006,2008-08-12,-0.007442193,0,0.002953101
2008-08-13,-0.013638403,-0.0015,0.0075,-0.0191,0.00006,2008-08-13,-0.01203037,0.001472844,0.003020877
2008-08-14,0.000269341,0.0063,0.0007,0.0128,0.00006,2008-08-14,0.001973278,0.000146695,0.001790632
2008-08-15,0.006037409,0.0038,-0.0039,0.0102,0.00006,2008-08-15,0.00824012,0,0.002142711
2008-08-18,-0.004281557,-0.0145,0.0029,-0.0096,0.00006,2008-08-18,-0.002507442,0,0.001714115
2008-08-19,-0.010178806,-0.01,-0.0057,-0.0116,0.00006,2008-08-19,-0.008535992,0,0.001582814
2008-08-20,0.007398467,0.0054,-0.007,0.0002,0.00006,2008-08-20,0.008589629,0,0.001131162
2008-08-21,0.003340431,0.0012,-0.0094,-0.0041,0.00006,2008-08-21,0.005209258,0,0.001808827
2008-08-22,0.005804725,0.0114,0.0046,0.0102,0.00006,2008-08-22,0.00701761,0.000407376,0.001560261
2008-08-25,-0.004497854,-0.0192,-0.0012,-0.0055,0.00006,2008-08-25,-0.002772777,0,0.001665077
2008-08-26,-0.004389089,0.0033,-0.0021,0.002,0.00006,2008-08-26,-0.002631887,0,0.001697202
2008-08-27,0.013484386,0.0088,0.0021,0.004,0.00006,2008-08-27,0.015684001,0,0.002139615
2008-08-28,0.00131944,0.0151,0.0012,0.0179,0.00006,2008-08-28,0.003177748,0,0.001798308
2008-08-29,0.015110737,-0.0125,0.002,0.0062,0.00006,2008-08-29,0.017162489,0,0.001991752
2008-09-02,0.002531216,-0.0044,0.0032,0.0192,0.00007,2008-09-02,0.004274759,0,0.001673543
2008-09-03,-0.007526908,-0.0023,0.0051,0.0154,0.00007,2008-09-03,-0.006002145,0.0004914,0.001946163
2008-09-04,-0.007076539,-0.029,0.0023,-0.0051,0.00007,2008-09-04,-0.00420903,0,0.002797509
2008-09-05,-0.006194212,0.0042,-0.0088,0.0158,0.00007,2008-09-05,-0.003550048,0,0.002574164
2008-09-08,0.006125879,0.0176,-0.0055,0.0212,0.00007,2008-09-08,0.008824057,0,0.002628178
2008-09-09,-0.039681082,-0.0341,0.007,-0.0085,0.00007,2008-09-09,-0.037110135,0,0.002500947
2008-09-10,-0.047422877,0.007,0.004,-0.0074,0.00007,2008-09-10,-0.045567753,0,0.001785124
2008-09-11,-0.026818016,0.0122,-0.0092,0.0012,0.00007,2008-09-11,-0.024976882,0.000195931,0.001967065
2008-09-12,-0.017401922,0.0029,-0.0025,-0.0013,0.00007,2008-09-12,-0.015546438,0,0.001785484
2008-09-15,-0.018373493,-0.0445,0.0153,-0.0232,0.00007,2008-09-15,-0.017202966,0,0.001100527
2008-09-16,-0.063550136,0.0165,0.0017,0.0204,0.00007,2008-09-16,-0.06274862,0,0.000731516
2008-09-17,-0.044707168,-0.046,0.0062,-0.0218,0.00007,2008-09-17,-0.043213883,0,0.001423285
2008-09-18,-0.077289767,0.0441,0.0103,0.0487,0.00007,2008-09-18,-0.07556716,0,0.001652607
2008-09-19,0.225433479,0.0427,-0.022,0.0394,0.00007,2008-09-19,0.224629763,0.002339934,0.001466218
2008-09-22,0.039195374,-0.0394,0.0046,-0.0341,0.00007,2008-09-22,0.040765286,0,0.001499912
2008-09-23,-0.033179068,-0.0155,0.001,0.0017,0.00007,2008-09-23,-0.03123728,0,0.001871788
2008-09-24,-0.004993592,-0.0032,-0.0109,-0.0078,0.00007,2008-09-24,-0.002586037,0,0.002337555
2008-09-25,0.015339826,0.017,-0.0116,0.0064,0.00007,2008-09-25,0.017564656,0,0.00215483
2008-09-26,-0.007056141,0.0011,-0.0098,0.0106,0.00007,2008-09-26,-0.004917414,0,0.002068727
2008-09-29,0.009621507,-0.0826,0.0359,-0.0407,0.00007,2008-09-29,0.011624765,0,0.001933258
2008-09-30,-0.054811911,0.0488,-0.0379,0.0301,0.00007,2008-09-30,-0.052555982,0,0.002185929
2008-10-01,0.052910326,-0.0047,-0.0096,0.0304,0.00004,2008-10-01,0.055347666,0,0.00239734
2008-10-02,0.020587959,-0.042,-0.0064,0.007,0.00004,2008-10-02,0.023321802,0,0.002693843
2008-10-03,-0.013605374,-0.0147,-0.0078,-0.0121,0.00004,2008-10-03,-0.010775977,0,0.002789397
2008-10-06,-0.031997292,-0.0395,-0.0004,0.0038,0.00004,2008-10-06,-0.03076551,0.000511546,0.001703328
2008-10-07,-0.020609866,-0.0576,0.0111,-0.0355,0.00004,2008-10-07,-0.018990008,0,0.001579858
2008-10-08,-0.069013567,-0.0127,-0.0017,-0.0232,0.00004,2008-10-08,-0.066283396,0,0.002690171
2008-10-09,-0.030490397,-0.0735,-0.0022,-0.026,0.00004,2008-10-09,-0.029121878,0.000955662,0.002284181
2008-10-10,-0.145388485,-0.0095,0.038,0.0316,0.00004,2008-10-10,-0.144417677,0.001568409,0.002499217
2008-10-13,0.196426483,0.1135,-0.0251,-0.02,0.00004,2008-10-13,0.197990039,7.35E-05,0.001597056
2008-10-14,0.307083741,-0.0086,-0.0308,0.0458,0.00004,2008-10-14,0.308460317,0.0009706,0.002307176
2008-10-15,-0.015894897,-0.0878,0.0025,0.008,0.00004,2008-10-15,-0.014239871,0.00075768,0.002372706
2008-10-16,-0.016927683,0.0432,0.0224,-0.0139,0.00004,2008-10-16,-0.013614845,0,0.003272838
2008-10-17,0.014033292,-0.0041,-0.0081,-0.0091,0.00004,2008-10-17,0.017199062,0,0.00312577
2008-10-20,0.083583828,0.0455,-0.0124,-0.0084,0.00004,2008-10-20,0.086938491,0,0.003314663
2008-10-21,0.023110418,-0.0295,0.0003,0.0046,0.00004,2008-10-21,0.026270004,0,0.003119586
2008-10-22,-0.002024302,-0.0576,0.009,0.0004,0.00004,2008-10-22,0.000887464,0,0.002871766
2008-10-23,-0.04781277,0.0029,-0.0334,-0.0085,0.00004,2008-10-23,-0.044064557,0,0.003708213
2008-10-24,-0.058291818,-0.0328,-0.0009,-0.005,0.00004,2008-10-24,-0.054651818,0,0.0036
2008-10-27,0.033703464,-0.0336,-0.0088,0.0031,0.00004,2008-10-27,0.036028728,0,0.002285264
2008-10-28,0.013635781,0.0977,-0.0377,0.0052,0.00004,2008-10-28,0.015813945,0,0.002138164
2008-10-29,0.028053808,-0.0047,0.0282,-0.0127,0.00004,2008-10-29,0.029904832,0,0.001811024
2008-10-30,0.059318665,0.0299,0.0202,-0.0054,0.00004,2008-10-30,0.060826926,0,0.001468261
2008-10-31,0.016980408,0.0188,0.0212,0.0209,0.00004,2008-10-31,0.019257824,0,0.002237416
2008-11-03,0.011781696,-0.0005,0.0015,0.0053,0.00001,2008-11-03,0.01342946,0,0.001637764
2008-11-04,0.021706657,0.0357,-0.0259,0.0021,0.00001,2008-11-04,0.023585647,0,0.00186899
2008-11-05,0.026768506,-0.0505,0.0024,-0.0158,0.00001,2008-11-05,0.028287112,0.00024269,0.001751296
2008-11-06,0.009972761,-0.0483,0.0153,-0.0036,0.00001,2008-11-06,0.011466849,0,0.001484088
2008-11-07,-0.020653141,0.0262,-0.0111,-0.0074,0.00001,2008-11-07,-0.019394996,0.000243247,0.001491392
2008-11-10,0.045627225,-0.0132,-0.007,-0.0208,0.00001,2008-11-10,0.047312274,0.00107518,0.002750229
2008-11-11,-0.043673167,-0.0225,0.0008,0.0001,0.00001,2008-11-11,-0.041542617,0,0.00212055
2008-11-12,-0.043320348,-0.0514,-0.0047,-0.0116,0.00001,2008-11-12,-0.041076383,0,0.002233965
2008-11-13,-0.051541105,0.0679,0.0078,0.0004,0.00001,2008-11-13,-0.049414574,0,0.002116531
2008-11-14,0.021695301,-0.0427,-0.023,-0.0011,0.00001,2008-11-14,0.02314622,0,0.001440919
2008-11-17,-0.016658948,-0.0243,0.0189,-0.0174,0.00001,2008-11-17,-0.015033258,0,0.00161569
2008-11-18,-0.017326772,0.007,-0.0126,-0.0068,0.00001,2008-11-18,-0.015241355,0,0.002075417
2008-11-19,-0.031000041,-0.0629,0,-0.0304,0.00001,2008-11-19,-0.031228876,0.00240675,0.002167915
2008-11-20,-0.086547443,-0.066,0.0176,-0.0254,0.00001,2008-11-20,-0.085303011,0.000757691,0.001992123
2008-11-21,-0.039411279,0.0611,-0.0115,-0.0219,0.00001,2008-11-21,-0.03707975,0,0.002321529
2008-11-24,0.024428868,0.0627,-0.0147,0.0489,0.00001,2008-11-24,0.026668029,0,0.002229161
2008-11-25,0.094139995,0.0094,0,0.0215,0.00001,2008-11-25,0.095565283,0,0.001415288
2008-11-26,0.009906337,0.0388,0.0166,0.003,0.00001,2008-11-26,0.011939138,0,0.002022801
2008-11-28,0.007166793,0.0106,-0.0057,0.0177,0.00001,2008-11-28,0.009358212,0,0.002181419
2008-12-01,-0.00591226,-0.0895,-0.0071,-0.038,0,2008-12-01,-0.004350687,0,0.001561573
2008-12-02,-0.055061651,0.0397,0.0068,0.0249,0,2008-12-02,-0.052996205,0,0.002065446
2008-12-03,0.011480983,0.0263,-0.0022,0.0154,0,2008-12-03,0.012865952,0,0.001384969
2008-12-04,0.013478537,-0.029,-0.0008,0.0121,0,2008-12-04,0.016135455,0,0.002656918
2008-12-05,-0.018534427,0.0375,0.0008,0.019,0,2008-12-05,-0.016719229,0,0.001815198
2008-12-08,0.033331811,0.038,-0.003,0.0017,0,2008-12-08,0.034463684,0.000342976,0.001474849
2008-12-09,-0.01775735,-0.0223,-0.0059,-0.0115,0,2008-12-09,-0.015900914,0,0.001856436
2008-12-10,-0.016835044,0.012,0.0104,-0.0088,0,2008-12-10,-0.018907029,0.004166739,0.002094754
2008-12-11,0.005472623,-0.0293,-0.012,-0.0223,0,2008-12-11,0.003095677,0.004154941,0.001777995
2008-12-12,-0.041131949,0.0096,0.023,0.0074,0,2008-12-12,-0.039471765,0,0.001660184
